Ground Truth File,Predicted File,Mean Total Length Error
156_results_output.csv,156_results_output.csv,0.2744587854201904
77_results_output.csv,77_results_output.csv,1.148464999002459
39_results_output.csv,39_results_output.csv,0.09718949927656396
29_results_output.csv,29_results_output.csv,0.11624850913447839
65_results_output.csv,65_results_output.csv,0.0058074587651557085
42_results_output.csv,42_results_output.csv,1.0002503251379906
41_results_output.csv,41_results_output.csv,0.1149974749377884
130_results_output.csv,130_results_output.csv,0.17805141971387872
138_results_output.csv,138_results_output.csv,0.3943288560964145
85_results_output.csv,85_results_output.csv,0.08252648120515585
23_results_output.csv,23_results_output.csv,0.2821373464780632
128_results_output.csv,128_results_output.csv,0.07776163472858996
69_results_output.csv,69_results_output.csv,0.5069301232163844
4_results_output.csv,4_results_output.csv,0.20369960013566382
117_results_output.csv,117_results_output.csv,0.16049067075737117
62_results_output.csv,62_results_output.csv,0.23049535957109452
102_results_output.csv,102_results_output.csv,1.5184233508252827
61_results_output.csv,61_results_output.csv,0.5316068972301988
89_results_output.csv,89_results_output.csv,0.008734782090317013
119_results_output.csv,119_results_output.csv,0.1579354870886317
7_results_output.csv,7_results_output.csv,0.009531664750607037
108_results_output.csv,108_results_output.csv,0.016587946413636014
107_results_output.csv,107_results_output.csv,0.045464593137545944
38_results_output.csv,38_results_output.csv,0.25058472076834437
161_results_output.csv,161_results_output.csv,0.9404634639737934
118_results_output.csv,118_results_output.csv,0.9974341408522213
47_results_output.csv,47_results_output.csv,0.868364526997403
135_results_output.csv,135_results_output.csv,0.29419466380227294
55_results_output.csv,55_results_output.csv,0.9144385423579685
113_results_output.csv,113_results_output.csv,0.44331377701528446
177_results_output.csv,177_results_output.csv,0.2210253689692307
59_results_output.csv,59_results_output.csv,0.1154057667355686
5_results_output.csv,5_results_output.csv,0.05883425901973325
52_results_output.csv,52_results_output.csv,0.057596057534922966
90_results_output.csv,90_results_output.csv,0.1060316489063086
149_results_output.csv,149_results_output.csv,0.09692078001535212
167_results_output.csv,167_results_output.csv,0.7017519097644177
44_results_output.csv,44_results_output.csv,0.2517984582827014
123_results_output.csv,123_results_output.csv,0.2972808166289798
83_results_output.csv,83_results_output.csv,0.09666461199448156
99_results_output.csv,99_results_output.csv,1.0040134090864254
100_results_output.csv,100_results_output.csv,0.14235485175974505
14_results_output.csv,14_results_output.csv,0.11773711348730193
175_results_output.csv,175_results_output.csv,0.1292734936083907
97_results_output.csv,97_results_output.csv,1.5139195400295966
53_results_output.csv,53_results_output.csv,1.23178821009953
163_results_output.csv,163_results_output.csv,0.14106391151580294
71_results_output.csv,71_results_output.csv,0.014375823417451155
144_results_output.csv,144_results_output.csv,1.0313813702176293
132_results_output.csv,132_results_output.csv,0.006506507034126329
141_results_output.csv,141_results_output.csv,0.2266553981445549
45_results_output.csv,45_results_output.csv,0.0941547214294185
18_results_output.csv,18_results_output.csv,0.9322735814132048
104_results_output.csv,104_results_output.csv,0.2777359804759025
63_results_output.csv,63_results_output.csv,0.18007649621939376
174_results_output.csv,174_results_output.csv,1.1407294711724678
34_results_output.csv,34_results_output.csv,1.0163728408854493
143_results_output.csv,143_results_output.csv,0.865175770830729
26_results_output.csv,26_results_output.csv,0.0338814707778329
27_results_output.csv,27_results_output.csv,0.0811036435421005
92_results_output.csv,92_results_output.csv,0.7368584917690607
124_results_output.csv,124_results_output.csv,0.15301903504167583
25_results_output.csv,25_results_output.csv,0.07224155729787296
121_results_output.csv,121_results_output.csv,0.20322786267873771
82_results_output.csv,82_results_output.csv,0.021525216019631713
57_results_output.csv,57_results_output.csv,0.1327378874466121
