Ground Truth File,Predicted File,Mean Total Length Error (First Row),Mean Scheduling Order Error (First Row),Mean Total Length Error (All Rows),Mean Scheduling Order Error (All Rows)
156_results_output.csv,156_results_output.csv,0.0,0.0,0.1916974422092334,0.2667334159100947
77_results_output.csv,77_results_output.csv,0.012094053409972688,0.012971543528769915,0.16875123280958576,0.17343262560399106
39_results_output.csv,39_results_output.csv,0.02015261501269773,0.008233662432575277,0.09352226335255823,0.06775210958435471
29_results_output.csv,29_results_output.csv,0.07227561126001218,0.06817104240251017,0.06533414270090825,0.06280584369720146
65_results_output.csv,65_results_output.csv,0.11149062415440875,0.08231544136979284,0.06759448442903893,0.07943215743607071
42_results_output.csv,42_results_output.csv,0.08783899594395997,0.014928694465393258,0.19442515403623992,0.09381061859561195
41_results_output.csv,41_results_output.csv,0.02191278604260685,0.035842263959681736,0.06937334455177059,0.09024357230544033
130_results_output.csv,130_results_output.csv,0.034706879394515305,0.18895829114194676,0.1591679751625928,0.14378567861954894
138_results_output.csv,138_results_output.csv,0.0,0.0,0.2695400833798302,0.2695400833798302
85_results_output.csv,85_results_output.csv,0.06405225150175767,0.09382183098917954,0.04939613360525956,0.05109882272758287
23_results_output.csv,23_results_output.csv,0.03656532395447053,0.01963123993889526,0.06423213502799087,0.039350064126107566
128_results_output.csv,128_results_output.csv,0.291845116814124,0.13954270983935602,0.40520691029574546,0.2730901772082418
69_results_output.csv,69_results_output.csv,0.0,0.0,0.2554018326632269,0.2554018326632269
4_results_output.csv,4_results_output.csv,0.10286483232353719,0.06660968358600482,0.10720162329169661,0.045160232774571964
117_results_output.csv,117_results_output.csv,0.14315427547324186,0.07016971987114541,0.29416981255498237,0.1929021263585708
62_results_output.csv,62_results_output.csv,0.046182061885044166,0.017684244994359173,0.11299477015934527,0.03780815831831148
102_results_output.csv,102_results_output.csv,0.03443503299558629,0.018759328123405406,0.2804126381944426,0.21149719977919804
61_results_output.csv,61_results_output.csv,0.07712695056350302,0.10380183938391527,0.18006740694659917,0.07686600357518267
89_results_output.csv,89_results_output.csv,0.11418712945626867,0.010120669731256934,0.11626166958960202,0.1006803658289079
119_results_output.csv,119_results_output.csv,0.0063697553801115225,0.035465117099306755,0.03910331734529309,0.02439268355090098
7_results_output.csv,7_results_output.csv,0.010136465804617955,0.008467382282420522,0.03876229281601118,0.01566285960042591
108_results_output.csv,108_results_output.csv,0.12829255015347152,0.07379924404153243,0.15115638513669752,0.05163890465002925
107_results_output.csv,107_results_output.csv,0.006120460343762249,0.11322896042618974,0.1255709007619789,0.13688094438442452
38_results_output.csv,38_results_output.csv,0.06931790259198424,0.048891187529872406,0.06053519366755026,0.044296231326988664
161_results_output.csv,161_results_output.csv,0.0050520612389425784,0.001528349927449229,0.1520939050599423,0.11495938658160258
118_results_output.csv,118_results_output.csv,1.7161649177804355e-16,1.7161649177804355e-16,0.4207496201006721,0.4207496201006721
47_results_output.csv,47_results_output.csv,0.05411659616327518,0.031164048266950208,0.05910278628628061,0.02193710184186237
135_results_output.csv,135_results_output.csv,0.026431969596506052,0.02032768576257009,0.2400745983345967,0.16855384471159643
55_results_output.csv,55_results_output.csv,0.01923679584911367,0.0005755856596005631,0.128929565567279,0.08269125793632084
113_results_output.csv,113_results_output.csv,0.0,0.0,0.22685812564527152,0.22685812564527152
177_results_output.csv,177_results_output.csv,0.0,0.0,0.09119484759763503,0.09119484759763503
59_results_output.csv,59_results_output.csv,0.10116729752155958,0.06673536045493732,0.289960848590408,0.2648043305934943
5_results_output.csv,5_results_output.csv,0.0739303767090861,0.032330829770764395,0.20969340280705667,0.16322755387875731
52_results_output.csv,52_results_output.csv,0.0518827196321077,0.015061131631443259,0.10488343112169085,0.05388643076875695
90_results_output.csv,90_results_output.csv,0.10341429282879969,0.10714615383589468,0.13394025928216793,0.09033298752609888
149_results_output.csv,149_results_output.csv,0.010045467029469892,0.09963107930961633,0.18299293877225087,0.16005813820611908
167_results_output.csv,167_results_output.csv,0.03609951606766816,0.030677798742161193,0.27166037333910953,0.3370948120796585
44_results_output.csv,44_results_output.csv,0.07404045333474331,0.06203432917790625,0.15851910322317903,0.09176181879194448
123_results_output.csv,123_results_output.csv,0.04414258384343071,0.03918552895752171,0.26094747997569556,0.3416945159954755
83_results_output.csv,83_results_output.csv,0.018890433200209132,0.0272960987793494,0.14517901314684462,0.10602865485354558
99_results_output.csv,99_results_output.csv,0.07622454659208742,0.050178351384126685,0.20302956533070157,0.1273985126925398
100_results_output.csv,100_results_output.csv,0.04254169349545402,0.14730993719339472,0.21262695807408583,0.2813938656227604
14_results_output.csv,14_results_output.csv,0.08455057409653276,0.10340821681780826,0.17600141430926736,0.11284991765711508
175_results_output.csv,175_results_output.csv,0.03707199165628606,0.0499955132266202,0.08020504502806941,0.04553349387167055
97_results_output.csv,97_results_output.csv,0.0,0.0,0.15532918464351977,0.2652247823336225
53_results_output.csv,53_results_output.csv,0.13210474558048915,0.08595805455158544,0.055362284570229625,0.04530704859867676
163_results_output.csv,163_results_output.csv,0.01658724888276325,0.0186263703451821,0.07609576838710161,0.04893640351119397
71_results_output.csv,71_results_output.csv,0.028419566819277334,0.011088558995172982,0.08598762364838076,0.06032408834763201
144_results_output.csv,144_results_output.csv,0.006428757571547444,0.011472654351893615,0.07030899061482884,0.03720943533463331
132_results_output.csv,132_results_output.csv,0.014170539924653332,0.05405057718547642,0.11498193561340948,0.07420684499649602
141_results_output.csv,141_results_output.csv,0.1497744275286181,0.10039339567621887,0.21127018857789376,0.17987188716758712
