Ground Truth File,Predicted File,Mean Total Length Error
156_results_output.csv,156_results_output.csv,0.027596826680470782
77_results_output.csv,77_results_output.csv,0.053366547085992234
39_results_output.csv,39_results_output.csv,1.3290915597882584
29_results_output.csv,29_results_output.csv,1.6119742660316263
65_results_output.csv,65_results_output.csv,0.05822521635613568
42_results_output.csv,42_results_output.csv,0.11127694240483749
41_results_output.csv,41_results_output.csv,1.0592015876505891
130_results_output.csv,130_results_output.csv,0.020024716078637088
138_results_output.csv,138_results_output.csv,0.15150956764144297
85_results_output.csv,85_results_output.csv,1.0254812904357085
23_results_output.csv,23_results_output.csv,1.13027105132107
128_results_output.csv,128_results_output.csv,1.0085584159476026
69_results_output.csv,69_results_output.csv,0.23288991329974182
4_results_output.csv,4_results_output.csv,0.003895570663376822
117_results_output.csv,117_results_output.csv,0.06641933630735593
62_results_output.csv,62_results_output.csv,0.08667097284637713
102_results_output.csv,102_results_output.csv,0.17861610623484148
61_results_output.csv,61_results_output.csv,0.9272650648559572
89_results_output.csv,89_results_output.csv,1.0192795314883665
119_results_output.csv,119_results_output.csv,0.15055813072726656
7_results_output.csv,7_results_output.csv,0.02668750206096942
108_results_output.csv,108_results_output.csv,0.1279905041231001
107_results_output.csv,107_results_output.csv,0.04383309688160898
38_results_output.csv,38_results_output.csv,0.05428309298423255
161_results_output.csv,161_results_output.csv,0.6717542267313982
118_results_output.csv,118_results_output.csv,0.0757551769183196
47_results_output.csv,47_results_output.csv,0.034701071984800234
135_results_output.csv,135_results_output.csv,0.168492677403715
55_results_output.csv,55_results_output.csv,1.0967836650972602
113_results_output.csv,113_results_output.csv,0.20118398380905267
177_results_output.csv,177_results_output.csv,0.12787215554985004
59_results_output.csv,59_results_output.csv,0.11516747046309542
5_results_output.csv,5_results_output.csv,0.16038257115632618
52_results_output.csv,52_results_output.csv,0.9701509224219877
90_results_output.csv,90_results_output.csv,0.20211420341859646
149_results_output.csv,149_results_output.csv,0.21758740071310342
167_results_output.csv,167_results_output.csv,0.01658655818099658
44_results_output.csv,44_results_output.csv,0.13319717244903584
123_results_output.csv,123_results_output.csv,0.7533257683638355
83_results_output.csv,83_results_output.csv,0.17499352675050087
99_results_output.csv,99_results_output.csv,0.023908745703343403
100_results_output.csv,100_results_output.csv,0.5445350330112121
14_results_output.csv,14_results_output.csv,0.026573865623160317
175_results_output.csv,175_results_output.csv,1.1861328471974413
97_results_output.csv,97_results_output.csv,0.32603278226364796
53_results_output.csv,53_results_output.csv,0.176912228751979
163_results_output.csv,163_results_output.csv,0.14118965258232208
71_results_output.csv,71_results_output.csv,0.8956063113346918
144_results_output.csv,144_results_output.csv,1.0705626444825154
132_results_output.csv,132_results_output.csv,1.0641397319610202
141_results_output.csv,141_results_output.csv,0.1421486344962765
45_results_output.csv,45_results_output.csv,0.07194917751094408
18_results_output.csv,18_results_output.csv,0.017762343424510673
104_results_output.csv,104_results_output.csv,0.06834453199556417
63_results_output.csv,63_results_output.csv,0.14994683436368805
174_results_output.csv,174_results_output.csv,0.06768781296819668
34_results_output.csv,34_results_output.csv,1.262008574981976
143_results_output.csv,143_results_output.csv,0.3702326909119386
26_results_output.csv,26_results_output.csv,1.0338307978508592
27_results_output.csv,27_results_output.csv,0.9977819038045194
92_results_output.csv,92_results_output.csv,0.1153912677634479
124_results_output.csv,124_results_output.csv,0.15911452662167885
25_results_output.csv,25_results_output.csv,0.11832684960122565
0_results_output.csv,0_results_output.csv,0.006479313852489414
121_results_output.csv,121_results_output.csv,1.125435446565859
82_results_output.csv,82_results_output.csv,0.9573335125143236
57_results_output.csv,57_results_output.csv,0.11212720473992564
51_results_output.csv,51_results_output.csv,0.8708865455736624
125_results_output.csv,125_results_output.csv,0.003980415694401263
127_results_output.csv,127_results_output.csv,0.7838737320855269
162_results_output.csv,162_results_output.csv,1.0832966643591306
3_results_output.csv,3_results_output.csv,0.01681390578134872
24_results_output.csv,24_results_output.csv,0.29194956449579423
28_results_output.csv,28_results_output.csv,0.014427290797010541
49_results_output.csv,49_results_output.csv,0.22834716401207134
171_results_output.csv,171_results_output.csv,0.0563540479682489
81_results_output.csv,81_results_output.csv,0.006657136001205952
129_results_output.csv,129_results_output.csv,0.08942441671148327
80_results_output.csv,80_results_output.csv,0.2577693462752645
86_results_output.csv,86_results_output.csv,1.137427892537266
153_results_output.csv,153_results_output.csv,0.05554482534920668
72_results_output.csv,72_results_output.csv,0.11139224720604232
164_results_output.csv,164_results_output.csv,0.4216098769469455
10_results_output.csv,10_results_output.csv,0.04899909307415437
137_results_output.csv,137_results_output.csv,0.025965843564696504
120_results_output.csv,120_results_output.csv,0.18419467058520883
142_results_output.csv,142_results_output.csv,1.1573147562236425
112_results_output.csv,112_results_output.csv,0.4671923185169319
2_results_output.csv,2_results_output.csv,0.8222759676769883
37_results_output.csv,37_results_output.csv,1.2096728586123733
54_results_output.csv,54_results_output.csv,0.04429503587115575
12_results_output.csv,12_results_output.csv,1.482234154207402
133_results_output.csv,133_results_output.csv,0.9819262359140671
15_results_output.csv,15_results_output.csv,0.4959625526020987
173_results_output.csv,173_results_output.csv,0.10147963214954256
109_results_output.csv,109_results_output.csv,0.26902976283638225
