Ground Truth File,Predicted File,Mean Total Length Error,Mean Scheduling Order Error
59_results_output.csv,59_results_output.csv,0.2785778527103556,0.21488111913731284
5_results_output.csv,5_results_output.csv,0.255740540227867,0.22267672750377163
52_results_output.csv,52_results_output.csv,0.24220960984836748,0.1877300292019514
90_results_output.csv,90_results_output.csv,0.20701280530086175,0.1969954510405935
149_results_output.csv,149_results_output.csv,0.3417850010643045,0.2718811824564077
167_results_output.csv,167_results_output.csv,0.3342347329656512,0.330684853374991
44_results_output.csv,44_results_output.csv,0.24128447028707903,0.18574155321287117
123_results_output.csv,123_results_output.csv,0.3322418988894133,0.3796934247301976
83_results_output.csv,83_results_output.csv,0.26142033037087076,0.2330296618955164
99_results_output.csv,99_results_output.csv,0.2232708874570954,0.1523825685790821
100_results_output.csv,100_results_output.csv,0.35683536854139486,0.3200817938025886
14_results_output.csv,14_results_output.csv,0.23700427675846752,0.18211552754803687
175_results_output.csv,175_results_output.csv,0.11655367618137949,0.11570215599547728
97_results_output.csv,97_results_output.csv,0.38718467676960305,0.32176390018231615
53_results_output.csv,53_results_output.csv,0.07417249701929396,0.07101038374323834
163_results_output.csv,163_results_output.csv,0.15101648671967655,0.15140907628365136
71_results_output.csv,71_results_output.csv,0.05375620398762417,0.052447451443929684
144_results_output.csv,144_results_output.csv,0.05920560919734338,0.02996468893466152
132_results_output.csv,132_results_output.csv,0.24672471111019573,0.21682603187296262
141_results_output.csv,141_results_output.csv,0.12870734872070363,0.026730747097554845
45_results_output.csv,45_results_output.csv,0.19516611964155456,0.14986292641078597
18_results_output.csv,18_results_output.csv,0.06941265417386167,0.07502964010761966
104_results_output.csv,104_results_output.csv,0.18544825424750705,0.16541946994015055
63_results_output.csv,63_results_output.csv,0.19127245527009368,0.09833219869087303
174_results_output.csv,174_results_output.csv,0.19470560994067937,0.17982893615595893
34_results_output.csv,34_results_output.csv,0.10856761359421649,0.0646702318118979
143_results_output.csv,143_results_output.csv,0.4003154667200709,0.3465775249386899
26_results_output.csv,26_results_output.csv,0.21257869017778344,0.17443452052230973
27_results_output.csv,27_results_output.csv,0.09666613218893207,0.047745676276926254
