Ground Truth File,Predicted File,Mean Total Length Error
156_results_output.csv,156_results_output.csv,0.23503785466457117
77_results_output.csv,77_results_output.csv,0.5282643839181436
39_results_output.csv,39_results_output.csv,0.12104152398994579
29_results_output.csv,29_results_output.csv,0.10317445113878801
65_results_output.csv,65_results_output.csv,0.048626827574345804
42_results_output.csv,42_results_output.csv,0.7794563426668695
41_results_output.csv,41_results_output.csv,0.23829806458778202
130_results_output.csv,130_results_output.csv,0.038695244228495775
138_results_output.csv,138_results_output.csv,0.18473144053066382
85_results_output.csv,85_results_output.csv,0.23491415157445172
23_results_output.csv,23_results_output.csv,0.062152068934214016
128_results_output.csv,128_results_output.csv,0.14309397674522858
69_results_output.csv,69_results_output.csv,0.15839497313467504
4_results_output.csv,4_results_output.csv,0.05125198240815209
117_results_output.csv,117_results_output.csv,0.01249757591212644
62_results_output.csv,62_results_output.csv,0.3368429897556767
102_results_output.csv,102_results_output.csv,0.7349963605738274
61_results_output.csv,61_results_output.csv,0.0686233042079405
89_results_output.csv,89_results_output.csv,0.16803420143884804
119_results_output.csv,119_results_output.csv,0.048940133383021604
7_results_output.csv,7_results_output.csv,0.08413973149142376
108_results_output.csv,108_results_output.csv,0.019615745336282228
107_results_output.csv,107_results_output.csv,0.21772254527307153
38_results_output.csv,38_results_output.csv,0.050485724014890807
161_results_output.csv,161_results_output.csv,0.4962418364871112
118_results_output.csv,118_results_output.csv,0.2090065572224072
47_results_output.csv,47_results_output.csv,0.6187328668006533
135_results_output.csv,135_results_output.csv,0.15972996123893485
55_results_output.csv,55_results_output.csv,0.7679187156518015
113_results_output.csv,113_results_output.csv,0.2011839838090525
177_results_output.csv,177_results_output.csv,0.21145872760953402
59_results_output.csv,59_results_output.csv,0.05190578605642439
5_results_output.csv,5_results_output.csv,0.21163865628958983
52_results_output.csv,52_results_output.csv,0.24378938720666135
90_results_output.csv,90_results_output.csv,0.2508855385240664
149_results_output.csv,149_results_output.csv,0.15353192371033814
167_results_output.csv,167_results_output.csv,0.17354510839882517
44_results_output.csv,44_results_output.csv,0.0900705236110938
123_results_output.csv,123_results_output.csv,0.1568431125543515
83_results_output.csv,83_results_output.csv,0.2236297585825546
99_results_output.csv,99_results_output.csv,0.7690065989098278
100_results_output.csv,100_results_output.csv,0.0801921281430726
14_results_output.csv,14_results_output.csv,0.07325015840067595
175_results_output.csv,175_results_output.csv,0.22135226001235728
97_results_output.csv,97_results_output.csv,0.540568415498448
53_results_output.csv,53_results_output.csv,0.820935728030956
163_results_output.csv,163_results_output.csv,0.06719155086038055
71_results_output.csv,71_results_output.csv,0.05933070532478172
144_results_output.csv,144_results_output.csv,1.027945905342585
132_results_output.csv,132_results_output.csv,0.26041542678512236
141_results_output.csv,141_results_output.csv,0.335326503041215
45_results_output.csv,45_results_output.csv,0.07719956740653779
18_results_output.csv,18_results_output.csv,0.7363027916931238
104_results_output.csv,104_results_output.csv,0.03835717915043442
63_results_output.csv,63_results_output.csv,0.04493766646897893
174_results_output.csv,174_results_output.csv,0.7396646715094239
34_results_output.csv,34_results_output.csv,1.0139979813588587
143_results_output.csv,143_results_output.csv,0.20469505291008755
26_results_output.csv,26_results_output.csv,0.20310883244254194
27_results_output.csv,27_results_output.csv,0.058968154515691096
92_results_output.csv,92_results_output.csv,0.5265740487109437
124_results_output.csv,124_results_output.csv,0.028723235615338863
25_results_output.csv,25_results_output.csv,0.0641842951887401
121_results_output.csv,121_results_output.csv,0.40024904762642727
82_results_output.csv,82_results_output.csv,0.09676298848305735
57_results_output.csv,57_results_output.csv,0.3456061859663887
51_results_output.csv,51_results_output.csv,0.17179910093090167
125_results_output.csv,125_results_output.csv,0.7203419766693248
127_results_output.csv,127_results_output.csv,0.1256087384539926
162_results_output.csv,162_results_output.csv,0.34792396821420774
3_results_output.csv,3_results_output.csv,0.6747359452240314
24_results_output.csv,24_results_output.csv,0.31867326756319203
28_results_output.csv,28_results_output.csv,0.19049814592424388
49_results_output.csv,49_results_output.csv,0.13179293170192172
171_results_output.csv,171_results_output.csv,0.1853111116984925
81_results_output.csv,81_results_output.csv,0.11698603497624324
129_results_output.csv,129_results_output.csv,0.00789812399064117
80_results_output.csv,80_results_output.csv,0.03521523957360883
86_results_output.csv,86_results_output.csv,0.24997949287953372
153_results_output.csv,153_results_output.csv,0.08533200904192863
72_results_output.csv,72_results_output.csv,0.11640990401895186
164_results_output.csv,164_results_output.csv,0.5583210822828801
10_results_output.csv,10_results_output.csv,0.25454606131822866
137_results_output.csv,137_results_output.csv,0.08359467243740401
120_results_output.csv,120_results_output.csv,0.1050338300365525
142_results_output.csv,142_results_output.csv,0.018611169784846896
112_results_output.csv,112_results_output.csv,0.306920051346882
2_results_output.csv,2_results_output.csv,0.061744952203781935
37_results_output.csv,37_results_output.csv,0.1303318694454217
54_results_output.csv,54_results_output.csv,0.09874818276401442
12_results_output.csv,12_results_output.csv,0.7115487781445168
133_results_output.csv,133_results_output.csv,0.13047305424432232
15_results_output.csv,15_results_output.csv,0.2072982530463035
173_results_output.csv,173_results_output.csv,0.8725611093308451
109_results_output.csv,109_results_output.csv,0.34523031427356815
154_results_output.csv,154_results_output.csv,0.020120657942918417
168_results_output.csv,168_results_output.csv,0.19999999999999998
105_results_output.csv,105_results_output.csv,0.1760294288836956
32_results_output.csv,32_results_output.csv,0.15018160023493105
158_results_output.csv,158_results_output.csv,0.44671289346714
33_results_output.csv,33_results_output.csv,0.011467715121392988
21_results_output.csv,21_results_output.csv,0.8760893680971913
96_results_output.csv,96_results_output.csv,0.5
160_results_output.csv,160_results_output.csv,0.11898115825366641
98_results_output.csv,98_results_output.csv,0.17822629705793988
110_results_output.csv,110_results_output.csv,0.4878381840070774
140_results_output.csv,140_results_output.csv,0.08693507094796632
40_results_output.csv,40_results_output.csv,0.16523714832296826
172_results_output.csv,172_results_output.csv,0.021729543916033874
136_results_output.csv,136_results_output.csv,0.08022125451205439
178_results_output.csv,178_results_output.csv,0.1995424246310929
60_results_output.csv,60_results_output.csv,0.08719671263752182
13_results_output.csv,13_results_output.csv,0.07670035314153223
8_results_output.csv,8_results_output.csv,0.8102390153472456
35_results_output.csv,35_results_output.csv,0.05970337848461523
106_results_output.csv,106_results_output.csv,0.10925335054459513
22_results_output.csv,22_results_output.csv,0.18267461810515948
157_results_output.csv,157_results_output.csv,0.19286290839120224
145_results_output.csv,145_results_output.csv,0.5888285509045887
46_results_output.csv,46_results_output.csv,0.17216870180664176
88_results_output.csv,88_results_output.csv,0.1437151845120269
155_results_output.csv,155_results_output.csv,0.48283710163327265
122_results_output.csv,122_results_output.csv,0.013286792913621677
